"SiteSeries","SiteSeries1","Score","Association","Association1","SubAssociation.x","SubAssociation.y"
"MH  mm 2 /05","MH  mm 2 /03",0,"ASSOC Tsugmer-Strelan","%ASSOC Tsugmer-Abielas-Vaccova-Valesit","",""
"MS  dc 1 /112","SBS mm   /111",8.16666666666667,"","ASSOC Piceene-Loniinv","",""
"MS  dc 3 /103","ESSFxc 3 /103",8.92997198879552,"ASSOC Pinucon-Shepcan-Calarub-Astecon","ASSOC Pinucon-Junicom-Calarub","",""
"MS  dc 3 /103","MS  dm 2 /103",8.16666666666667,"ASSOC Pinucon-Shepcan-Calarub-Astecon","ASSOC Pinucon-Pseumen-Paximyr-Calarub","",""
"MS  dc 3 /103","MS  dc 1 /104",8.18181818181818,"ASSOC Pinucon-Shepcan-Calarub-Astecon","ASSOC Pinucon-Pseumen-Paximyr-Calarub","",""
"MS  dk   /101","MS  dk   /110.1",4.10526315789474,"ASSOC SxwFd-Corncan-Pleusch (MSdk)","ASSOC Piceene-Abielas-Menzfer-Corncan","",""
"MS  dk   /103","IDF dm 2 /101",9.91202346041056,"ASSOC Pseumen-Pinucon-Junicom-Calarub","ASSOC Pseumen-(Lariocc)-Calarub-Linnbor (zonal dm)","SUBASS Fd(Lw)-Calarub-Linnbor(Pleusch) (IDFdm2)",""
"MS  dk   /103","ESSFdk 2 /102",5.29545454545455,"ASSOC Pseumen-Pinucon-Junicom-Calarub","ASSOC PlFd-Junicom-Acergla (ESSFs xeric)","",""
"MS  dk   /103","ICH mk 5 /103",4.44444444444444,"ASSOC Pseumen-Pinucon-Junicom-Calarub","","",""
"MS  dk   /105","ICH mk 5 /103",8.52136752136752,"ASSOC FdPl-Calarub-Pleusch(zonal IDFdk)","","","SUBASS FdPl-Calarub-Pleusch"
"MS  dk   /111a","MS  dk   /110.1",6.52631578947368,"ASSOC SxwBl-Equiset(MS/ICHmk)","ASSOC Piceene-Abielas-Menzfer-Corncan","",""
"MS  dk   /111a","ICH mk 2 /07",7.26190476190476,"ASSOC SxwBl-Equiset(MS/ICHmk)","","",""
"MS  dk   /111a","ICH mk 5 /112",9,"ASSOC SxwBl-Equiset(MS/ICHmk)","","",""
"MS  dk   /111a","MS  dc 1 /112",5.41666666666667,"ASSOC SxwBl-Equiset(MS/ICHmk)","","",""
"MS  dm 1 /103","IDF dm 1 /101",6.61538461538462,"ASSOC Pseumen-Pinucon-Junicom-Calarub","ASSOC Pseumen-(Lariocc)-Calarub-Linnbor (zonal dm)","SUBASS Pseumen(Lariocc)-Calarub(typic)",""
"MS  dm 1 /104","MS  xk 1 /101a",4.16,"ASSOC Pl(Lw)-Calarub-Vaccsco","ASSOC Pinucon-Calarub-Vaccsco-Pleusch (MSxk)","SUBASS Pl-Calarub-Vaccsco-Pleusch(Abielas) (MSxk1)",""
"MS  dm 1 /104","IDF dk 2 /105",7.85142857142857,"ASSOC Pl(Lw)-Calarub-Vaccsco","ASSOC Pl-Calarub-Vaccsco-Arctuva","",""
"MS  dm 1 /104","MS  xk 1 /101b",4.16,"ASSOC Pl(Lw)-Calarub-Vaccsco","ASSOC Pinucon-Calarub-Vaccsco-Pleusch (MSxk)","SUBASS Pl-Calarub-Vaccsco-Pleusch(Abielas) (MSxk1)",""
"MS  dm 2 /102","IDF dk 2 /102",6,"ASSOC Pseumen-Pinucon-Junicom-Arctuva (ICH and MS cool)))","ASSOC Pseumen-Junicom-Arctuva (IDF)","SUBASS Fd-Junicom-Arctuva(typic)","SUBASS FdPl-Junicom-Arctuva(Calarub)"
"MS  dm 2 /102","ICH mk 1 /02",7.46031746031746,"ASSOC Pseumen-Pinucon-Junicom-Arctuva (ICH and MS cool)))","ASSOC Pseumen-Pinucon-Junicom-Calarub","","SUBASS FdPl-Junicom-Arctuva(Calarub)"
"MS  dm 2 /103","IDF dc   /101.2",9.33333333333333,"ASSOC Pinucon-Pseumen-Paximyr-Calarub","ASSOC Pseumen-Calarub-Pleusch-Hylospl (Mossy cool aspect)","",""
"MS  dm 2 /104","MS  xk 1 /101b",6.38363171355499,"ASSOC Pinucon-Calarub-Vaccsco","ASSOC Pinucon-Calarub-Vaccsco-Pleusch (MSxk)","SUBASS Pl-Calarub-Vaccsco-Pleusch(Abielas) (MSxk1)","SUBASS Pl-Calarub-Vaccsco(Pleusch)"
"MS  dm 2 /104","MS  xk 1 /101a",7.42934782608696,"ASSOC Pinucon-Calarub-Vaccsco","ASSOC Pinucon-Calarub-Vaccsco-Pleusch (MSxk)","SUBASS Pl-Calarub-Vaccsco-Pleusch(Abielas) (MSxk1)","SUBASS Pl-Calarub-Vaccsco(Pleusch)"
"MS  dm 2 /104","MS  dm 1 /104",1.46260869565217,"ASSOC Pinucon-Calarub-Vaccsco","ASSOC Pl(Lw)-Calarub-Vaccsco","","SUBASS Pl-Calarub-Vaccsco(Pleusch)"
"MS  dm 3 /101.1","SBS mc 1 /01",4.7876254180602,"ASSOC Piceene-Paximyr-Pleusch (zonal MSdm)","ASSOC Piceene-Vaccmem (SBSmc zonals)","SUBASS Sx-Vaccmem(Paximyr)","SUBASS Sxw-Paximyr-Pleusch(Pseumen)"
"MS  dm 3 /101.1","SBS mm   /101",0,"ASSOC Piceene-Paximyr-Pleusch (zonal MSdm)","ASSOC Piceene-Vaccmem-Paximyr","","SUBASS Sxw-Paximyr-Pleusch(Pseumen)"
"MS  dm 3 /104","IDF dk 2 /101",7.71136363636364,"","ASSOC FdPl-Calarub-Pleusch(zonal IDFdk)","SUBASS FdPl-Calarub-Pleusch(Paximyr)",""
"MS  dm 3 /104","ICH mk 1 /05",8.55882352941176,"","ASSOC Pinucon-Pseumen-Paximyr-Calarub","",""
"MS  dw   /102","IDF dk 5 /102",5.72727272727273,"ASSOC Fd-Junicom (MS warmer)","ASSOC Pseumen-Pinucon-Junicom-Calarub","","SUBASS Fd-Junicom(typic)"
"MS  dw   /102","IDF dm 2 /103",4.13203463203463,"ASSOC Fd-Junicom (MS warmer)","ASSOC Fd-Calarub-Pseuspi-Arctuva","SUBASS Fd-Pseuspi-Calarub(Junicom)","SUBASS Fd-Junicom(typic)"
"MS  dw   /102","IDF dm 2 /omit",4.87272727272727,"ASSOC Fd-Junicom (MS warmer)","","","SUBASS Fd-Junicom(typic)"
"MS  dw   /102","IDF dm 2 /104.1",6.48564593301435,"ASSOC Fd-Junicom (MS warmer)","ASSOC Pseumen-Lariocc-Calarub-Arctuva","SUBASS FdLw-Calarub-Arctuva(typic)","SUBASS Fd-Junicom(typic)"
"MS  dw   /102","IDF dk 1 /103",6.5030303030303,"ASSOC Fd-Junicom (MS warmer)","ASSOC Fd-Calarub-Pseuspi-Arctuva","SUBASS Fd-Pseuspi-Calarub(Junicom)","SUBASS Fd-Junicom(typic)"
"MS  dw   /103","IDF dm 2 /101",5.7741935483871,"ASSOC Fd(PlLw)-Calarub","ASSOC Pseumen-(Lariocc)-Calarub-Linnbor (zonal dm)","SUBASS Fd(Lw)-Calarub-Linnbor(Pleusch) (IDFdm2)","SUBASS PlFd(Lw)-Calarub(typic)"
"MS  dw   /103","ICH mw 5 /103",8.23076923076923,"ASSOC Fd(PlLw)-Calarub","ASSOC Pseumen-Acergla-Paximyr","","SUBASS PlFd(Lw)-Calarub(typic)"
"MS  dw   /104.1","MS  dw   /104.2",5.79679144385027,"ASSOC Pl(FdLw)-Calarub","ASSOC Fd(PlLw)-Calarub","SUBASS PlFd(Lw)-Calarub(Shepcan)",""
"MS  dw   /104.2","IDF dm 2 /101",5.76470588235294,"ASSOC Fd(PlLw)-Calarub","ASSOC Pseumen-(Lariocc)-Calarub-Linnbor (zonal dm)","SUBASS Fd(Lw)-Calarub-Linnbor(Pleusch) (IDFdm2)","SUBASS PlFd(Lw)-Calarub(Shepcan)"
"MS  dw   /110.1","MS  dk   /110.1",5.6749226006192,"ASSOC SxwBl-Rubupar-Arnica","ASSOC Piceene-Abielas-Menzfer-Corncan","",""
"MS  dw   /111a","IDF dk 2 /111",0.636363636363636,"ASSOC SxwBl-Equiset(MS/ICHmk)","ASSOC Piceene-Cornsto-Equiset (IDF)","",""
"MS  xk 1 /104","MS  xk 1 /105",7.28571428571429,"ASSOC Pinucon-Vaccsco-Pleusch (MSxv zonal)","ASSOC Pinucon-Piceene-Rhodneo-Vaccsco","SUBASS PlSxw-Rhodneo-Vaccsco (Pleusch)","SUBASS Pl-Vaccsco-Pleusch(Abielas)"
"MS  xk 1 /112","MS  dm 2 /113",7.35,"ASSOC Piceene-Equiset-Aulapal","ASSOC SxwBl-Equiset(MS/ICHmk)","","SUBASS Sxw-Equiset-Aulapal(Caredis)"
"MS  xk 1 /112","MS  dc 1 /112",9.375,"ASSOC Piceene-Equiset-Aulapal","","","SUBASS Sxw-Equiset-Aulapal(Caredis)"
"MS  xk 3 /101","ESSFdk 2 /103",8.76818181818182,"ASSOC Pinucon-Calarub-Vaccsco-Pleusch (MSxk)","ASSOC Pinucon-Abielas-Junicom-Eurycon","","SUBASS Pl-Calarub-Vaccsco-Pleusch(Junicom)(MSxk3)"
"MS  xk 3 /103","IDF dk 1 /101",9.26818181818182,"ASSOC Pseumen-Pinucon-Junicom-Calarub","ASSOC FdPl-Calarub-Pleusch(zonal IDFdk)","SUBASS FdPl-Calarub-Pleusch (typic)",""
"MS  xk 3 /103","ESSFdk 2 /102",9.625,"ASSOC Pseumen-Pinucon-Junicom-Calarub","ASSOC PlFd-Junicom-Acergla (ESSFs xeric)","",""
"MS  xv   /01","MS  xv   /05",8.18290043290043,"ASSOC Pinucon-Vaccsco-Pleusch (MSxv zonal)","ASSOC Pinucon-Piceene-Rhodneo-Vaccsco","SUBASS PlSxw-Rhodneo-Vaccsco (Empenig)","SUBASS Pl-Vaccsco-Pleusch(Empenig)"
"MS  xv   /01","MS  xv   /07",4.98484848484849,"ASSOC Pinucon-Vaccsco-Pleusch (MSxv zonal)","ASSOC Piceene-Empenig-Pleusch-Aulapal","","SUBASS Pl-Vaccsco-Pleusch(Empenig)"
"MS  xv   /01","MS  xv   /06",6.71428571428571,"ASSOC Pinucon-Vaccsco-Pleusch (MSxv zonal)","ASSOC Piceene-Empenig-Ptilcri","","SUBASS Pl-Vaccsco-Pleusch(Empenig)"
"MS  xv   /02","SBPSxc   /01",4.31707317073171,"ASSOC Pinucon-Festalt-Stercau","ASSOC Pinucon-Arctuva-Cladoni (SBPSxc zonal)","SUBASS Pl-Arctuva-Cladoni(Pleusch)",""
"MS  xv   /02","SBPSxc   /02",2.6,"ASSOC Pinucon-Festalt-Stercau","ASSOC Pinucon-Arctuva-Cladoni (SBPSxc zonal)","SUBASS Pl-Arctuva-Cladoni(typic)",""
"MS  xv   /04","MS  xv   /01",3.31937799043062,"ASSOC Pinucon-Vaccsco-Cladoni","ASSOC Pinucon-Vaccsco-Pleusch (MSxv zonal)","SUBASS Pl-Vaccsco-Pleusch(Empenig)","SUBASS Pl-Vaccsco-Cladoni(Empenig)"
"MS  xv   /04","MS  xv   /07",8.86111111111111,"ASSOC Pinucon-Vaccsco-Cladoni","ASSOC Piceene-Empenig-Pleusch-Aulapal","","SUBASS Pl-Vaccsco-Cladoni(Empenig)"
"MS  xv   /06","MS  xv   /07",4.78571428571428,"ASSOC Piceene-Empenig-Ptilcri","ASSOC Piceene-Empenig-Pleusch-Aulapal","",""
"PP  xh 1 /104","IDF xx 1 /104",5.8582995951417,"ASSOC Py(Fd)-Pseuspi (PPxw zonal typic)","ASSOC Py(Fd)-Pseuspi-Festcam (PPxh zonals)","SUBASS Py-Pseuspi-Festcam(typic)","SUBASS Py-Pseuspi-(Balssag)"
"PP  xh 1 /104","PP  xh 1 /101",3.06666666666667,"ASSOC Py(Fd)-Pseuspi (PPxw zonal typic)","ASSOC Py(Fd)-Pseuspi-Festcam (PPxh zonals)","SUBASS Py-Pseuspi-Festcam(Balssag)","SUBASS Py-Pseuspi-(Balssag)"
"PP  xh 1 /110","IDF xh 1 /105",2.84210526315789,"ASSOC Pseumen-(Pinupon)-Spirbet-Calarub (xh zonals)","ASSOC Pseumen-Pinupon-Pseuspi-Calarub (Balsssag)","","SUBASS FdPy-Calarub(Py)"
"PP  xh 1 /110","IDF dm 2 /omit",8.73684210526316,"ASSOC Pseumen-(Pinupon)-Spirbet-Calarub (xh zonals)","","","SUBASS FdPy-Calarub(Py)"
"PP  xh 1 /111","ICH xw   /104",9.61904761904762,"ASSOC Pseumen-Sympalb-Mahoaqu","ASSOC Fd(Py) - Acerdou - Calarub","SUBASS Fd(Py)-Acerdou-Calarub(Holodic)","SUBASS Pseumen-Sympalb-Mahoaqu (Py)"
"PP  xh 2 /101","BG  xw 1 /110",3.66666666666667,"ASSOC Py(Fd)-Pseuspi-Festcam (PPxh zonals)","","","SUBASS Py(Fd)-Pseuspi-Festcam(Ericnau)"
"PP  xh 2 /110.1","IDF xh 2 /101",9.50980392156863,"ASSOC Pseumen-Calarub-Pleusch-Hylospl (Mossy cool aspect)","ASSOC Pseumen-(Pinupon)-Spirbet-Calarub (xh zonals)","SUBASS Fd(Py)-Calarub(Pleusch)",""
"PP  xw   /101","PP  xh 1 /101",5.55,"ASSOC Py(Fd)-Pseuspi (PPxw zonal typic)","ASSOC Py(Fd)-Pseuspi-Festcam (PPxh zonals)","SUBASS Py-Pseuspi-Festcam(Balssag)","SUBASS Py-Pseuspi(Ericnau)"
"PP  xw   /101","IDF xx 1 /104",9.03846153846154,"ASSOC Py(Fd)-Pseuspi (PPxw zonal typic)","ASSOC Py(Fd)-Pseuspi-Festcam (PPxh zonals)","SUBASS Py-Pseuspi-Festcam(typic)","SUBASS Py-Pseuspi(Ericnau)"
"PP  xw   /103","IDF xc   /102",6.8,"ASSOC Py(Fd)-Pseuspi (PPxw zonal typic)","","?ASSOC FdPy-Junisco-Arctuva-Pseuspi","SUBASS Py-Pseuspi-(Balssag)"
"SBPSmc   /02","MS  xv   /02",9.38181818181818,"ASSOC Pinucon-Arctuva-Cladoni (SBPSxc zonal)","ASSOC Pinucon-Festalt-Stercau","","SUBASS Pl-Arctuva-Cladoni(typic)"
"SBPSxc   /01","MS  xv   /04.2",9.90243902439024,"ASSOC Pinucon-Arctuva-Cladoni (SBPSxc zonal)","ASSOC Pinucon-Calarub-Arctuva","SUBASS Pl-Calarub-Arctuva(Junicom)","SUBASS Pl-Arctuva-Cladoni(Pleusch)"
"SBS dk   /01-06 $5B At - Peavine","SBS dk   /01 $6B At - Rose",5.66666666666667,"ASSOC Poputre-Lathnev","$ASSOC Poputre-Rosaaci","",""
"SBS dk   /01-06 $5B At - Peavine","SBS dk   /05-01 $6B At - Snowberry - Peavine",8.70833333333333,"ASSOC Poputre-Lathnev","ASSOC $SBSdk05-01","",""
"SBS dk   /Ws07","SBS dk   /07",9.9047619047619,"ASSOC Piceene-Equiset-Aulapal","ASSOC Sxw-Loniinv-Equiset-Hylospl (SBS)","SUBASS Sxw-Equiset(Loniinv)","SUBASS Sxw-Equiset-Aulapal(Sphagnu)"
"SBS dw 2 /01","SBS dw 1 /01",7.2,"ASSOC Pseumen-Piceene-Calarub (SBSdw)","","","SUBASS FdSx-Calarub(Vaccmyl)"
"SBS dw 3 /04","SBS dw 2 /01",8.61305361305361,"ASSOC Piceene-Pseumen-Rhyttri (SBSdh)","ASSOC Pseumen-Piceene-Calarub (SBSdw)","SUBASS FdSx-Calarub(Vaccmyl)","SUBASS SxwFd-Rhyttri(Oryzasp)"
"SBS mc 2 /01","SBS wk 2 /03",9.40996168582376,"ASSOC Piceene-Vaccmem (SBSmc zonals)","ASSOC Piceene-Vaccmem-Vibuedu (SBSmk zonals)","SUBASS Sx-Vaccmem-Vibuedu(Rubupar)","SUBASS Sx-Vaccmem(typic)"
"SBS mc 2 /02","ESSFmc   /03",9.88492063492063,"ASSOC Pinucon-Vaccmem-Cladoni","","","SUBASS Pl-Vaccmem-Cladoni(typic)"
"SBS mm   /101","SBS mc 1 /01",8.14821763602251,"ASSOC Piceene-Vaccmem-Paximyr","ASSOC Piceene-Vaccmem (SBSmc zonals)","SUBASS Sx-Vaccmem(Paximyr)",""
"SBS mm   /101","SBS mc 2 /01",4.13414634146342,"ASSOC Piceene-Vaccmem-Paximyr","ASSOC Piceene-Vaccmem (SBSmc zonals)","SUBASS Sx-Vaccmem(typic)",""
"SBS mw   /01","SBS dw 1 /01",8.64615384615385,"ASSOC Pseumen-Piceene-Paximyr","","",""
"SBS mw   /06","SBS wk 1 /05",8.00925925925926,"ASSOC Piceene-Gymndry-Pleusch (SBSwk zonals)","ASSOC Piceene-Vaccmem-Vibuedu (SBSmk zonals)","SUBASS Sx-Vaccmem-Vibuedu(Rubupar)","SUBASS Sxw-Gymndry"
"SBS mw   /11","SBS mc 2 /01",7.15804597701149,"ASSOC Pinucon-Vaccmem-Ptilcri","ASSOC Piceene-Vaccmem (SBSmc zonals)","SUBASS Sx-Vaccmem(typic)",""
"SBS wk 1 /01","SBS wk 1 /05",4.03472222222222,"ASSOC Piceene-Gymndry-Pleusch (SBSwk zonals)","ASSOC Piceene-Vaccmem-Vibuedu (SBSmk zonals)","SUBASS Sx-Vaccmem-Vibuedu(Rubupar)","SUBASS Sxw-Gymndry"
"SBS wk 3 /01","SBS mc 2 /06",7.025,"ASSOC Piceene-Gymndry-Pleusch (SBSwk zonals)","","","SUBASS Sxw-Gymndry"
"SBS wk 3 /02","SBS mc 2 /02",8.97777777777778,"ASSOC Pinucon-Vaccmem-Cladina","ASSOC Pinucon-Vaccmem-Cladoni","SUBASS Pl-Vaccmem-Cladoni(typic)",""
"SBS wk 3 /06","ESSFmv 3 /06",7.55357142857143,"ASSOC Piceene-Loniinv","ASSOC Piceene-Vaccmem-Vibuedu (SBSmk zonals)","SUBASS Sx-Vaccmem-Vibuedu(Mertpan)",""
"SWB mk 1 /01","SWB mk 1 /04",2.5,"ASSOC Picegla-Saligla-Betunan","ASSOC Picegla-Lupiarc-Hylospl","",""
"SWB mk 1 /01","SWB mk 1 /08",9.69951923076923,"ASSOC Picegla-Saligla-Betunan","ASSOC Picegla-Pentflo-Equiset","",""
"SWB mk 1 /05","SWB mk 1 /01",7.8,"ASSOC Picegla-Salix-Empenig","ASSOC Picegla-Saligla-Betunan","",""
"SWB mk 1 /06","SWB mk 1 /01",3.75,"%ASSOC Picegla-Salix-Hylospl","ASSOC Picegla-Saligla-Betunan","",""
"SWB mk 1 /06","SWB mk 1 /07",4.25,"%ASSOC Picegla-Salix-Hylospl","%ASSOC Picegla-Betunan-Calacan","",""
"SWB mk 1 /06","SWB mk 1 /04",2.33333333333333,"%ASSOC Picegla-Salix-Hylospl","ASSOC Picegla-Lupiarc-Hylospl","",""
